hanja|hangul|english|hidden_index
保管|보관|storage| 保 管     
蓄電池|축전지|storage battery| 蓄 電 池    
百貨店|백화점|store| 百 貨 店    
倉庫|창고|storehouse| 倉 庫     
暴風雨|폭풍우|storm| 暴 風 雨    
煖爐|난로|stove| 煖 爐     
散在|산재하다|straggling| 散 在     
濾過器|여과기|strainer| 濾 過 器    
絞殺|교살|strangulation| 絞 殺     
計略|계략|stratagem| 計 略     
兵法|병법|strategy| 兵 法     
戰略|전략|strategy| 戰 略     
層積雲|층적운|stratocumulus| 層 積 雲    
成層圈|성층권|stratosphere| 成 層 圈    
地層|지층|stratum| 地 層     
鑛脈|광맥|streak| 鑛 脈     
街路|가로|street| 街 路     
壓力|압력|stress| 壓 力     
狹窄|협착|stricture| 狹 窄     
鬪爭|투쟁|strife| 鬪 爭     
要塞|요새|stronghold| 要 塞     
構造主義|구조주의|structuralism| 構 造 主 義   
學生|학생|student| 學 生     
種馬|종마|studhorse| 種 馬     
書齋|서재|study| 書 齋     
愚鈍|우둔|stupidity| 愚 鈍     
昏睡|혼수|stupor| 昏 睡     
樣式|양식|style| 樣 式     
體裁|체재|style| 體 裁     
花柱|화주|style| 花 柱     
鐵筆|철필|stylus| 鐵 筆     
主題|주제|subject| 主 題     
昇華|승화|sublimation| 昇 華     
服從|복종|submission| 服 從     
從屬|종속|subordination| 從 屬     
豫約者|예약자|subscriber| 豫 約 者    
豫約|예약|subscription| 豫 約     
應募|응모|subscription| 應 募     
陷沒|함몰|subsidence| 陷 沒     
子會社|자회사|subsidiary| 子 會 社    
物質|물질|substance| 物 質     
實體|실체|substance| 實 體     
實質|실질|substance| 實 質     
立證|입증|substantiation| 立 證     
支署|지서|substation| 支 署     
代理人|대리인|substitute| 代 理 人    
代替|대체하다|substitute| 代 替     
代用|대용|substitution| 代 用     
代入|대입|substitution| 代 入     
轉借|전차|subtenancy| 轉 借     
小計|소계|subtotal| 小 計     
減法|감법|subtraction| 減 法     
郊外|교외|suburb| 郊 外     
地下鐵|지하철|subway| 地 下 鐵    
成功|성공|success| 成 功     
相續|상속|succession| 相 續     
繼承|계승|succession| 繼 承     
蔗糖|자당|sucrose| 蔗 糖     
受難|수난|suffering| 受 難     
窒息|질식|suffocation| 窒 息     
暗示|암시|suggestion| 暗 示     
提案|제안|suggestion| 提 案     
自殺的|자살적인|suicidal| 自 殺 的    
自殺|자살|suicide| 自 殺     
適當|적당|suitability| 適 當     
摘要|적요|summary| 摘 要     
要約|요약|summary| 要 約     
頂上|정상|summit| 頂 上     
絶頂|절정|summit| 絶 頂     
太陽|태양|sun| 太 陽     
日光|일광|sunlight| 日 光     
日沒|일몰|sunset| 日 沒     
日射病|일사병|sunstroke| 日 射 病    
過多|과다|superabundance| 過 多     
淺薄|천박|superficiality| 淺 薄     
超人的|초인적인|superhuman| 超 人 的    
監督|감독|superintendence| 監 督     
優勢|우세|superiority| 優 勢     
超人|초인|superman| 超 人     
迷信|미신|superstition| 迷 信     
監督|감독|supervision| 監 督     
補充|보충|supplement| 補 充     
補足|보족|supplement| 補 足     
補遺|보유|supplement| 補 遺     
供給|공급|supply| 供 給     
補給|보급|supply| 補 給     
供給|공급하다|supply| 供 給     
支持|지지|support| 支 持     
扶養|부양하다|support| 扶 養     
支援|지원하다|support| 支 援     
贊成者|찬성자|supporter| 贊 成 者    
支持|지지하는|supporting| 支 持     
想像|상상하다|suppose| 想 像     
假定|가정|supposition| 假 定     
抑制|억제|suppression| 抑 制     
鎭壓|진압|suppression| 鎭 壓     
化膿|화농|suppuration| 化 膿     
至高|지고|supremacy| 至 高     
主權|주권|supremacy| 主 權     
飽滿|포만|surfeit| 飽 滿     
奇襲|기습|surprise attack| 奇 襲     
超現實主義|초현실주의|surrealism| 超 現 實 主 義  
周圍|주위|surrounding| 周 圍     
監視|감시|surveillance| 監 視     
調査|조사하다|survey| 調 査     
殘存|잔존하다|survive| 殘 存     
生存者|생존자|survivor| 生 存 者    
疑心|의심하다|suspect| 疑 心     
不安|불안|suspense| 不 安     
吊橋|적교|suspension bridge| 吊 橋     
疑心|의심|suspicion| 疑 心     
支持|지지하다|sustain| 支 持     
扶養|부양하다|sustain| 扶 養     
經典|경전|sutra| 經 典     
縫合|봉합|suture| 縫 合     
白鳥|백조|swan| 白 鳥     
發汗|발한|sweating| 發 汗     
戀人|연인|sweetheart| 戀 人     
水泳|수영|swimming| 水 泳     
詐取|사취|swindle| 詐 取     
詐欺|사기|swindle| 詐 欺     
武力|무력|sword| 武 力     
劍舞|검무|sword dance| 劍 舞     
音節|음절|syllable| 音 節     
共生|공생|symbiosis| 共 生     
象徵的|상징적인|symbolic| 象 徵 的    
同調者|동조자|sympathizer| 同 調 者    
同情|동정|sympathy| 同 情     
同調|동조|sympathy| 同 調     
交響曲|교향곡|symphony| 交 響 曲    
徵候|징후|symptom| 徵 候     
症候|증후|symptom| 症 候     
症候群|증후군|syndrome| 症 候 群    
綜合|종합|synthesis| 綜 合     
統合|통합|synthesis| 統 合     
合成|합성|synthesis| 合 成     
梅毒|매독|syphilis| 梅 毒     
體系|체계|system| 體 系     
系統|계통|system| 系 統     
制度|제도|system| 制 度     
方式|방식|system| 方 式     
卓子|탁자|table| 卓 子     
卓球|탁구|table tennis| 卓 球     
臺地|대지|tableland| 臺 地     
高原|고원|tableland| 高 原     
錠劑|정제|tablet| 錠 劑     
策士|책사|tactician| 策 士     
戰術|전술|tactics| 戰 術     
策略|책략|tactics| 策 略     
尾行|미행하다|tail| 尾 行     
採用|채용하다|take| 採 用     
距骨|거골|talus| 距 骨     
目標|목표|target| 目 標     
風味|풍미|taste| 風 味     
味覺|미각|taste| 味 覺     
趣味|취미|taste| 趣 味     
嗜好|기호|taste| 嗜 好     
風致|풍치|taste| 風 致     
先生|선생|teacher| 先 生     
突進|돌진하다|tear| 突 進     
術語|술어|technical terms| 術 語     
技巧|기교|technique| 技 巧     
工學者|공학자|technologist| 工 學 者    
電報|전보|telegram| 電 報     
打電|타전하다|telegraph| 打 電     
望遠鏡|망원경|telescope| 望 遠 鏡    
氣質|기질|temperament| 氣 質     
節制|절제|temperance| 節 制     
節酒|절주|temperance| 節 酒     
禁酒|금주|temperance| 禁 酒     
神殿|신전|temple| 神 殿     
拍子|박자|tempo| 拍 子     
誘惑|유혹하다|tempt| 誘 惑     
傾向|경향|tendency| 傾 向     
緊張|긴장|tension| 緊 張     
張力|장력|tension| 張 力     
觸手|촉수|tentacle| 觸 手     
期限|기한|term| 期 限     
期間|기간|term| 期 間     
用語|용어|term| 用 語     
名辭|명사|term| 名 辭     
終点終點|종점|terminus| 終 点 終 點   
地形|지형|terrain| 地 形     
地磁氣|지자기|terrestrial magnetism| 地 磁 氣    
領土|영토|territory| 領 土     
版圖|판도|territory| 版 圖     
恐怖|공포|terror| 恐 怖     
試驗管|시험관|test tube| 試 驗 管    
種皮|종피|testa| 種 皮     
遺言者|유언자|testate| 遺 言 者    
遺言者|유언자|testator| 遺 言 者    
睾丸|고환|testicle| 睾 丸     
證言|증언|testimony| 證 言     
織物|직물|textile| 織 物     
感謝|감사하다|thank| 感 謝     
解凍|해동|thaw| 解 凍     
有神論|유신론|theism| 有 神 論    
論題|논제|theme| 論 題     
主題|주제|theme| 主 題     
神學|신학|theology| 神 學     
定理|정리|theorem| 定 理     
理論|이론|theory| 理 論     
熱力學|열역학|thermodynamics| 熱 力 學    
定立|정립|thesis| 定 立     
想像|상상하다|think| 想 像     
蟯蟲|요충|threadworm| 蟯 蟲     
脅迫|협박|threat| 脅 迫     
血栓|혈전|thrombus| 血 栓     
王座|왕좌|throne| 王 座     
玉座|옥좌|throne| 玉 座     
王位|왕위|throne| 王 位     
群衆|군중|throng| 群 衆     
脛骨|경골|tibia| 脛 骨     
潮流|조류|tidal current| 潮 流     
潮流|조류|tide| 潮 流     
風潮|풍조|tide| 風 潮     
材木|재목|timber| 材 木     
音色|음색|timbre| 音 色     
時間|시간|time| 時 間     
時刻|시각|time| 時 刻     
時期|시기|time| 時 期     
時世|시세|time| 時 世     
拍子|박자|time| 拍 子     
時報|시보|time signal| 時 報     
先端|선단|tip| 先 端     
表題|표제|title| 表 題     
字幕|자막|title| 字 幕     
祝杯|축배|toast| 祝 杯     
便所|변소|toilet| 便 所     
雅量|아량|tolerance| 雅 量     
公差|공차|tolerance| 公 差     
默認|묵인|toleration| 默 認     
墓石|묘석|tombstone| 墓 石     
音色|음색|tone quality| 音 色     
扁桃腺|편도선|tonsil| 扁 桃 腺    
道具|도구|tool| 道 具     
工具|공구|tool| 工 具     
齒痛|치통|toothache| 齒 痛     
頂上|정상|top| 頂 上     
話題|화제|topic| 話 題     
地勢|지세|topography| 地 勢     
地誌|지지|topography| 地 誌     
魚雷|어뢰|torpedo| 魚 雷     
拷問|고문|torture| 拷 問     
接觸|접촉|touch| 接 觸     
匹敵|필적하다|touch| 匹 敵     
毒素|독소|toxin| 毒 素     
形跡形迹|형적|trace| 形 跡 形 迹   
痕跡痕迹|흔적|trace| 痕 跡 痕 迹   
曳光彈|예광탄|tracer bullet| 曳 光 彈    
氣管|기관|trachea| 氣 管     
透寫|투사|tracing| 透 寫     
線路|선로|track| 線 路     
賣買|매매|trade| 賣 買     
商業|상업|trade| 商 業     
賣買|매매하다|trade| 賣 買     
商號|상호|trade name| 商 號     
商人|상인|trader| 商 人     
因習|인습|tradition| 因 習     
傳統|전통|tradition| 傳 統     
口傳|구전|tradition| 口 傳     
傳承|전승|tradition| 傳 承     
交通|교통|traffic| 交 通     
悲劇|비극|tragedy| 悲 劇     
悲劇的|비극적인|tragic| 悲 劇 的    
反逆者|반역자|traitor| 反 逆 者    
轉寫|전사하다|transcribe| 轉 寫     
變貌|변모|transfiguration| 變 貌     
變形|변형|transformation| 變 形     
變遷|변천|transition| 變 遷     
過渡的|과도적인|transitional| 過 渡 的    
飜譯|번역|translation| 飜 譯     
譯者|역자|translator| 譯 者     
飜譯者|번역자|translator| 飜 譯 者    
傳送|전송|transmission| 傳 送     
傳導|전도|transmission| 傳 導     
送信|송신|transmission| 送 信     
發信|발신|transmission| 發 信     
放送|방송하다|transmit| 放 送     
變移|변이|transmutation| 變 移     
輸送|수송하다|transport| 輸 送     
輸送|수송|transportation| 輸 送     
移項|이항|transposition| 移 項     
轉位|전위|transposition| 轉 位     
旅行|여행하다|travel| 旅 行     
旅行|여행하는|traveling| 旅 行     
反逆|반역|treachery| 反 逆     
寶物|보물|treasure| 寶 物     
財寶|재보|treasure| 財 寶     
秘藏|비장하다|treasure| 秘 藏     
處理|처리|treatment| 處 理     
加工|가공|treatment| 加 工     
待遇|대우|treatment| 待 遇     
條約|조약|treaty| 條 約     
塹壕|참호|trench| 塹 壕     
試練|시련|trial| 試 練     
裁判|재판|trial| 裁 判     
審理|심리|trial| 審 理     
試運轉|시운전|trial run| 試 運 轉    
部族|부족|tribe| 部 族     
種族|종족|tribe| 種 族     
三頭筋|삼두근|triceps| 三 頭 筋    
計略|계략|trick| 計 略     
旅行|여행|trip| 旅 行     
三脚|삼각|tripod| 三 脚     
三頭政治|삼두정치|triumvirate| 三 頭 政 治   
類人猿|유인원|troglodyte| 類 人 猿    
軍隊|군대|troop| 軍 隊     
賞品|상품|trophy| 賞 品     
賞杯賞盃|상배|trophy| 賞 杯 賞 盃   
紛爭|분쟁|trouble| 紛 爭     
休戰|휴전|truce| 休 戰     
幹線|간선|trunk line| 幹 線     
信任|신임|trust| 信 任     
信託|신탁|trust| 信 託     
委託|위탁하다|trust| 委 託     
眞理|진리|truth| 眞 理     
眞實|진실|truth| 眞 實     
事實|사실|truth| 事 實     
塊莖|괴경|tuber| 塊 莖     
曲調|곡조|tune| 曲 調     
桐油|동유|tung oil| 桐 油     
被膜|피막|tunic| 被 膜     
音叉|음차|tuning fork| 音 叉     
亂氣流|난기류|turbulence| 亂 氣 流    
回轉|회전|turning| 回 轉     
旋回|선회|turning| 旋 回     
中耳|중이|tympanum| 中 耳     
典型|전형|type| 典 型     
台風|태풍|typhoon| 台 風     
暴政|폭정|tyranny| 暴 政     
僭主|참주|tyrant| 僭 主     
暴君|폭군|tyrant| 暴 君     
醜惡|추악|ugliness| 醜 惡     
潰瘍|궤양|ulcer| 潰 瘍     
極超短波|극초단파|ultrahigh frequency| 極 超 短 波   
不貞|부정|unchastity| 不 貞     
暗流|암류|undercurrent| 暗 流     
經驗|경험하다|undergo| 經 驗     
次官|차관|undersecretary| 次 官     
諒解|양해|understanding| 諒 解     
保證|보증하다|undertake| 保 證     
起伏|기복|undulation| 起 伏     
不安|불안|uneasiness| 不 安     
失職|실직|unemployment| 失 職     
不幸|불행|unhappiness| 不 幸     
統一|통일|unification| 統 一     
劃一|획일|uniformity| 劃 一     
一律|일률|uniformity| 一 律     
一方的|일방적인|unilateral| 一 方 的    
合同|합동|union| 合 同     
和合|화합|union| 和 合     
齊唱|제창|unison| 齊 唱     
普遍的|보편적인|universal| 普 遍 的    
宇宙|우주|universe| 宇 宙     
大學|대학|university| 大 學     
不親切|불친절|unkindness| 不 親 切    
養育|양육|upbringing| 養 育     
反亂|반란|uprising| 反 亂     
暴動|폭동|uprising| 暴 動     
尿素|요소|urea| 尿 素     
輸尿管|수뇨관|ureter| 輸 尿 管    
尿道|요도|urethra| 尿 道     
衝動|충동|urge| 衝 動     
火急|화급|urgency| 火 急     
切迫|절박|urgency| 切 迫     
急迫|급박|urgency| 急 迫     
檢尿|검뇨|urinalysis| 檢 尿     
小便|소변|urine| 小 便     
使用|사용|use| 使 用     
利用|이용|use| 利 用     
效用|효용|use| 效 用     
用途|용도|use| 用 途     
普通|보통|usually| 普 通     
奪取|탈취|usurpation| 奪 取     
器具|기구|utensil| 器 具     
子宮|자궁|uterus| 子 宮     
效用|효용|utility| 效 用     
實用|실용|utility| 實 用     
利用|이용|utilization| 利 用     
利用|이용하다|utilize| 利 用     
發言|발언|utterance| 發 言     
發聲|발성|utterance| 發 聲     
空席|공석|vacancy| 空 席     
種痘|종두|vaccination| 種 痘     
眞空|진공|vacuum| 眞 空     
醉狂|취광|vagary| 醉 狂     
浮浪|부랑|vagrancy| 浮 浪     
溪谷|계곡|valley| 溪 谷     
評價|평가|valuation| 評 價     
價値|가치|value| 價 値     
前衛|전위|vanguard| 前 衛     
氣化|기화|vaporization| 氣 化     
變化|변화|variation| 變 化     
變異|변이|variation| 變 異     
變化|변화|variety| 變 化     
種類|종류|variety| 種 類     
變種|변종|variety| 變 種     
變形|변형|variety| 變 形     
天然痘|천연두|variola| 天 然 痘    
